Informalidade - mulher (IBGE/Pnad Contínua)
Sigla;Código;Brasil;2015 T4;2016 T1;2016 T2;2016 T3;2016 T4;2017 T1;2017 T2;2017 T3;2017 T4;2018 T1;2018 T2;2018 T3;2018 T4;2019 T1;2019 T2;2019 T3;2019 T4;2020 T1;2020 T2;2020 T3;2020 T4;2021 T1;2021 T2;2021 T3;2021 T4;2022 T1;2022 T2;2022 T3;2022 T4;2023 T1;2023 T2;2023 T3;2023 T4;2024 T1;2024 T2;2024 T3;2024 T4;2025 T1;
BR;0;Brasil;36,4;36,1;36,6;36,3;37,1;37,2;37,9;38,7;38,9;38,7;38,7;39,2;39,2;38,7;39,3;39,6;39,2;38,1;34,5;35,4;37,1;36,7;37,6;38,7;38,9;38,3;38,3;37,8;37,4;37;37,4;37,4;37,5;37;36,8;37,1;36,9;36;
